Apparel ID,apparel name,type,age range,size,Cloth material,Prize Range,Top wear/bottom wear/,texture,Gender,Colour,Cloth sleeves,Events,matching body type,matching face type,Skin tone Matching,Undertone Matching
APRL_099,Girls' Zip-Up Hoodie,Hoodie,Kids,M,Cotton Blend,Low-Range,Top wear,"Knit, Soft, Hooded, Printed text",Female,"Light Pink",Full sleeves,"casual, seasonal","rectangle, apple, pear","oval, round, heart","fair, tan",cool
APRL_100,Men's Track Jacket,Hoodie,Adults,L,Cotton Blend,Mid-Range,Top wear,"Knit, Matte, Zipper front, Logo detail",Male,"Olive Green",Full sleeves,"casual, seasonal, vacation","Inverted Triangle, Rectangle, Square","Oval, Round, Square","Tan, Olive",Warm
APRL_101,Men's Zip-Up Hoodie,Hoodie,Adults,L,Cotton Blend,Mid-Range,Top wear,"Knit, Soft, Hooded, Zipper front",Male,Black,Full sleeves,"casual, seasonal, vacation","rectangle, inverted triangle, pear","oval, round, square","tan, light",neutral
APRL_102,Men's Pullover Hoodie,Hoodie,Adults,L,Cotton Blend,Mid-Range,Top wear,"Knit, Soft, Hooded, Kangaroo pocket, Graphic print",Male,"Khaki/Tan",Full sleeves,"casual, seasonal, vacation","rectangle, inverted triangle, apple","oval, round, square","tan, olive",warm
APRL_103,Men's Pullover Hoodie,Hoodie,Adults,L,Cotton Blend,Mid-Range,Top wear,"Knit, Soft, Hooded, Kangaroo pocket, Contrast stitching",Male,"Maroon/Burgundy",Full sleeves,"casual, seasonal, vacation","rectangle, inverted triangle","oval, round, square","dark, light",neutral
APRL_104,Kids' Zip-Up Hoodie,Hoodie,Kids,M,Cotton Blend,Low-Range,Top wear,"Knit, Soft, Hooded, Zipper front, Graphic print",Unisex,"Yellow, Navy Blue",Full sleeves,"casual, seasonal","Rectangle, Oval, Apple","Oval, Round, Square","Fair, Dark",Neutral
APRL_105,Men's Pullover Hoodie,Hoodie,Adults,L,Cotton Blend,Mid-Range,Top wear,"Knit, Soft, Hooded",Male,"Light Grey",Full sleeves,"casual, seasonal, vacation","Rectangle, Inverted Triangle, Apple","Oval, Round, Square","Fair, Olive",Neutral
APRL_106,Men's Pullover Hoodie,Hoodie,Adults,L,Cotton Blend,Mid-Range,Top wear,"Knit, Soft, Hooded, Kangaroo pocket, Embroidered text",Male,Beige,Full sleeves,"casual, seasonal, vacation","Rectangle, Inverted Triangle, Oval","Rectangle, Oval, Square","Tan, Olive",Warm
APRL_107,Women's Sports Bra/Crop Top,Sports Bra,Adults,M,Poly Blend,Mid-Range,Top wear,"Knit, Smooth, Fitted, Zipper detail, High neck",Female,"Sage Green",Sleeveless,sport,"hourglass, rectangle, inverted triangle","oval, diamond, rectangular","ebony, fair",cool
APRL_108,Women's Sports Bra,Sports Bra,Adults,M,Poly Blend,Mid-Range,Top wear,"Knit, Smooth, Fitted, Mesh detail",Female,Black,Sleeveless,sport,"hourglass, rectangle, inverted triangle","oval, round, heart","dark, light",neutral
APRL_109,Women's Sports Bra/Crop Top,Sports Bra,Adults,M,Poly Blend,Mid-Range,Top wear,"Knit, Smooth, Fitted, Zipper detail, Straps",Female,"Rust Orange",Sleeveless,sport,"hourglass, rectangle","oval, round","tan, light",warm
APRL_110,Men's Workout T-Shirt,Gym T-Shirt,Adults,L,Poly Blend,Mid-Range,Top wear,"Knit, Printed pattern,Smooth,Lightweight",Male,"Grey,Dark Grey",Short sleeves,sport,"Rectangle, Inverted Triangle, Oval","Oval, Round, Square","Fair, Dark",Neutral
APRL_111,Women's Workout T-Shirt,Gym T-Shirt,Adults,M,Poly Blend,Mid-Range,Top wear,"Knit, Textured, Smooth, Lightweight",Female,"Navy Blue",Short sleeves,sport,"Pear, Apple, Hourglass","Oval, Round, Square","Fair, Dark",Cool
APRL_112,Men's Long Sleeve Workout Top,Gym T-Shirt,Adults,L,Poly Blend,Mid-Range,Top wear,"Knit, Textured, Smooth, Lightweight",Male,"White,Grey detail",Full sleeves,sport,"Rectangle, Inverted Triangle, Apple","Oval, Round, Square","Fair, Dark",Neutral
APRL_113,Men's Workout T-Shirt,Gym T-Shirt,Adults,L,Poly Blend,Mid-Range,Top wear,"Knit, Textured, Smooth, Lightweight",Male,"Maroon/Burgundy",Short sleeves,sport,"rectangle, inverted triangle, square","oval, round, square","tan, olive",warm
APRL_114,Women's Long Sleeve Workout Top,Gym T-Shirt,Adults,M,Poly Blend,Mid-Range,Top wear,"Knit, Smooth, Fitted, Lightweight",Female,"Maroon/Burgundy",Full sleeves,"hourglass, rectangle, inverted triangle","oval, round, square","fair, olive",warm
APRL_115,Women's Silk Saree,Saree,Adults,L,Silk,High-Range,"Top wear, Bottom wear","Woven, Shiny, Brocade border, Patterned",Female,"Dark Green, Silver",N/A,"wedding, formal, party, seasonal","hourglass, rectangle, pear","oval, round, square","dark, fair",neutral
APRL_116,Women's Tissue Silk Saree,Saree,Adults,M,"Tissue Silk",High-Range,"Top wear, Bottom wear","Shiny,Crinkled texture,Embellished border",Female,"Golden,Olive,Green",N/A,"wedding,formal,party,seasonal","hourglass, pear, rectangle","oval, round, heart","fair, tan",warm
APRL_117,Women's Embroidered Saree,Saree,Adults,M,"Silk Blend/Georgette",High-Range,"Top wear, Bottom wear","Smooth, Embroidered, Textured",Female,"Light Purple, Silver",Full sleeves,"wedding, formal, party, seasonal","hourglass, rectangle, pear","oval, round, heart","olive, fair",neutral
APRL_118,Women's Embellished Saree,Saree,Adults,M,"Silk Blend/Georgette",High-Range,"Top wear, Bottom wear","Smooth, Embellished border, Flowy",Female,"Red, Maroon",Elbow sleeves,"wedding, formal, party, seasonal","hourglass, rectangle, pear","oval, round, heart","tan, fair",warm
APRL_119,Women's Ombre Saree,Saree,Adults,M,"Chiffon/Georgette",Mid-Range,"Top wear, Bottom wear","Ombre effect, Embellished border, Flowy",Female,"Orange, Pink","oval, round, heart","wedding, party, seasonal, vacation","hourglass, pear, rectangle","dark, fair",warm
APRL_120,Girls' Floral Lehenga Set,Lehenga,Kids,M,"Organza/Silk Blend",Mid-Range,"Top wear, Bottom wear","Printed fabric, Floral pattern, Sheer, Flared sleeves",Female,"Black, Brown, Pink, Gold","Short/Flared","party, wedding, seasonal, formal","pear, inverted triangle, rectangle","oval, round, heart","fair, light",warm
APRL_121,Women's Pleated Lehenga Set,Lehenga,Adults,M,"Poly Blend/Metallic",High-Range,"Top wear, Bottom wear","Pleated, Shiny, Ombre effect, Textured",Female,"Purple, Gold",Sleeveless,"wedding, formal, party, seasonal","hourglass, rectangle, pear","oval, round, heart","dark, fair",neutral
APRL_122,Girls' Embroidered Lehenga Set,Lehenga,Kids,M,"Silk Blend",High-Range,"Top wear, Bottom wear","Embroidered, Printed, Festive tassels, Shiny",Female,"Pink, Gold",Sleeveless,"party, wedding, seasonal, formal","pear, inverted triangle, rectangle","oval, round, heart","fair, light",warm
APRL_123,Women's Salwar Suit Set,Salwar Kameez,Adults,M,Silk Blend,High-Range,"Top wear, Bottom wear","Embroidered, Printed, Sheer dupatta, Textured",Female,"Salmon Pink, Gold, Green, Red (Embroidery)",Full sleeves,"wedding, formal, party, seasonal","Pear, Apple, Hourglass","Oval, Round, Square","Fair, Light",Warm
APRL_124,Men's Sequined Sherwani Set,Sherwani,Adults,L,Poly Blend,High-Range,"Top wear, Bottom wear","Sequined, Shiny, Matte, Structured",Male,Black,Full sleeves,"wedding, formal, party","Rectangle, Inverted Triangle, Square","Oval, Square, Oblong","Fair, Dark",Neutral
APRL_125,Men's Embroidered Sherwani Set,Sherwani,Adults,L,"Silk Blend/Poly Blend",High-Range,"Top wear, Bottom wear","Embroidered, Patterned, Matte, Structured",Male,Blue,Full sleeves,"wedding, formal, party, seasonal","Oval, Square, Round","Rectangle, Inverted Triangle, Oval","Tan, Olive",Neutral
APRL_126,Men's Embroidered Sherwani Set,Sherwani,Adults,L,"Silk Blend/Poly Blend",High-Range,"Top wear, Bottom wear","Embroidered, Patterned, Matte, Structured",Male,"Cream/Off-white",Full sleeves,"wedding, formal, party, seasonal","rectangle, inverted triangle, oval","oval, square, rectangular","fair, olive",warm
APRL_127,Men's Printed Sherwani Set,Sherwani,Adults,L,"Silk Blend/Poly Blend",High-Range,"Top wear, Bottom wear","Printed, Patterned, Matte, Structured",Male,"Light Blue, White",Full sleeves,"wedding, formal, party, seasonal","Rectangle, Inverted Triangle, Pear","Oval, Round, Square","Olive, Light",Cool
APRL_128,Men's Embroidered Sherwani Set,Sherwani,Adults,L,"Silk Blend/Poly Blend",High-Range,"Top wear, Bottom wear","Embroidered, Mirror work, Matte, Structured",Male,"Purple, Silver",Full sleeves,"wedding, formal, party, seasonal","rectangle, inverted triangle, apple","oval, square, rectangular","tan, olive",cool
APRL_129,Women's Midi Dress,Gown,Adults,M,"Poly Blend/Satin Blend",Mid-Range,"Top wear, Bottom wear","Smooth,Matte/Slight Sheen,Puff sleeves",Female,Red,"Short sleeves (Puff)","party, wedding, formal, seasonal, vacation","hourglass, rectangle, pear","oval, round, square","fair, light",warm
APRL_130,Women's Floral Maxi Dress,Gown,Adults,M,"Georgette/Poly Blend",Mid-Range,"Top wear, Bottom wear","Printed fabric, Floral pattern, Tiered skirt, Flowy",Female,"Yellow, Orange (Printed)",Sleeveless,"casual, seasonal, vacation, party","Pear, Rectangle, Apple","Oval, Round, Pear","Tan, Olive",Warm
APRL_131,Women's Dotted Midi Dress,Gown,Adults,M,"Chiffon/Poly Blend",Mid-Range,"Top wear, Bottom wear","Textured dots,Ruffled sleeves,Flowy",Female,Pink,"Cap sleeves (Ruffle)","casual,seasonal,vacation,party","pear, apple, rectangle","oval, round, square","fair, light",cool
APRL_132,Women's Maxi Dress,Gown,Adults,M,"Poly Blend/Knit Blend",Mid-Range,"Top wear, Bottom wear","Smooth, Matte,Side slit",Female,Black,Sleeveless,"formal, party, wedding, seasonal","Hourglass, Rectangle, Inverted Triangle","Oval, Round, Square","Fair, Dark",Neutral
APRL_133,Women's Pleated Maxi Dress,Gown,Adults,XXL,Poly Blend,Mid-Range,"Top wear, Bottom wear","Pleated, Ombre effect, Flowy",Female,"Blue, Green, White (Ombre)",Cap sleeves,"casual, seasonal, vacation, party","apple, pear, rectangle","oval, round, square","fair, olive",cool
APRL_134,Men's Floral Blazer,Gown,Adults,L,"Poly Blend/Jacquard",High-Range,Top wear,"Woven pattern, Floral texture, Shiny lapel",Male,Black,Full sleeves,"formal, party, wedding","rectangle, inverted triangle, square","oval, square, rectangle","dark, fair",neutral
APRL_135,Men's Textured Blazer,Tuxedo,Adults,L,"Linen Blend/Cotton Blend",Mid-Range,Top wear,"Textured weave, Matte",Male,"Cream/Off-white, Black flecks",Full sleeves,"business, casual, formal, party, seasonal, vacation","rectangle, square, inverted triangle","oval, square, rectangle","fair, tan",neutral
APRL_136,Men's Shawl Lapel Blazer,Tuxedo,Adults,L,"Poly Blend/Silk Blend",High-Range,Top wear,"Smooth, Matte, Satin lapel",Male,"Maroon/Burgundy, Black",Full sleeves,"formal, party, wedding","rectangle, inverted triangle, apple","oval, square, round","ebony, light",neutral
APRL_137,Men's Velvet Blazer,Tuxedo,Adults,L,"Velvet, Poly Blend",High-Range,Top wear,"Velvet, Soft, Shiny lapel",Male,"Dark Green, Black",Full sleeves,"formal, party, wedding, seasonal","rectangle, inverted triangle, oval","oval, round, square","dark, fair",neutral
APRL_138,Men's Shawl Lapel Blazer,Tuxedo,Adults,L,Poly Blend,High-Range,Top wear,"Smooth, Matte, Satin lapel",Male,"Blue, Black",Full sleeves,"formal, party, wedding","rectangle, inverted triangle, apple","oval, round, square","dark, fair",neutral
APRL_139,Men's Bandhgala Jacket,Tuxedo,Adults,L,"Silk Blend/Jacquard",High-Range,Top wear,"Woven pattern, Textured, Matte",Male,"Maroon/Burgundy, Black",Full sleeves,"wedding, formal, party, seasonal","Rectangle, Inverted Triangle, Square","Oval, Square, Diamond","Dark, Olive",Neutral
APRL_140,Girls' Crop Top and Skirt Set,Co-ord Set,Kids,M,Cotton Blend,Mid-Range,"Top wear, Bottom wear","Textured stripes (top), Printed fabric (skirt), Knot detail",Female,"White (Top), Red, Multicolored (Skirt)",Sleeveless,"casual, seasonal, vacation, party","Pear, Rectangle","Oval, Round","Fair, Tan",Neutral
