Apparel ID,Apparel Name,Image Assets,Image URLs,Type,Age Range,Size,Cloth Material,Prize Range,Top Wear or bottom Wear,Texture,Gender,Colour,Cloth Sleeves,Events,Matching Body Type,Matching Face Type,Skin tone Matching,Undertone Matching
APRL_070,Women's Printed Maxi Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_070/image_1.jpg,Maxi Dress,Adults,M,Viscose Blend,Mid-Range,"Top wear, Bottom wear","Printed, Smocked/Gathered waist, Flowy, Maxi-length",female,"Multicolored (White, Green, Blue, Yellow, Red, Black)",Sleeveless,"casual, seasonal, vacation, party","pear, apple, rectangle","oval, round, square","Fair, Olive",Neutral
APRL_071,Women's Button-Front Maxi Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_071/image_1.jpg,Maxi Dress,Adults,M,Viscose Blend,Mid-Range,"Top wear, Bottom wear","Printed, Button front, Maxi-length",female,"Navy Blue, Multicolored Print",Sleeveless,"casual, seasonal, vacation","pear, hourglass, apple","oval, round, square","Deep, Olive",Cool
APRL_072,Women's Halter Neck Midi Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_072/image_1.jpg,Maxi Dress,Adults,M,Satin/Silk Blend,High-Range,"Top wear, Bottom wear","Shiny, Smooth, Flowy, Halter neck, Midi-length",female,Blue/Teal,Sleeveless,"formal, party, wedding","Inverted Triangle, hourglass, rectangle","oval, round, heart","Tan, Fair",Neutral
APRL_073,Women's Tiered Maxi Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_073/image_1.jpg,Maxi Dress,Adults,M,Cotton/Poly Blend,Mid-Range,"Top wear, Bottom wear","Textured, Tiered skirt, Button front, Puffed sleeves, Maxi-length",female,Pink,full sleeves,"casual, seasonal, vacation, party","pear, rectangle, hourglass","oval, round, heart","Tan, Fair",Neutral
APRL_074,Women's Floral Wrap Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_074/image_1.jpg,Wrap Dress,Adults,M,Viscose Blend,Mid-Range,"Top wear, Bottom wear","Printed, Wrap style, Ruffled hem, Flowy, Midi-length",female,"Purple, Beige (Printed)",Short sleeves,"casual, seasonal, vacation, party","hourglass, rectangle, pear","oval, round, heart","tan, olive",cool
APRL_075,Women's Wrap Mini Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_075/image_1.jpg,Wrap Dress,Adults,M,Knit Blend,Low-Range,"Top wear, Bottom wear","Knit, Fitted, Wrap style, Mini-length",female,Black,Short sleeves,"casual, party","hourglass, rectangle, inverted triangle","oval, round, square","fair, dark",neutral
APRL_076,Women's Floral Midi Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_076/image_1.jpg,Wrap Dress,Adults,M,Viscose Blend,Mid-Range,"Top wear, Bottom wear","Printed fabric, Floral pattern, Drawstring waist, Flowy, Matte",female,"Navy Blue, Yellow, White, Green (Printed)",Elbow sleeves,"casual, seasonal, vacation, party","rectangle, pear, hourglass","round, square, heart","Fair, Olive",Cool
APRL_077,Women's Floral Midi Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_077/image_1.jpg,Wrap Dress,Adults,M,Georgette/Chiffon,Mid-Range,"Top wear, Bottom wear","Printed fabric, Floral pattern, Flowy, Sheer layer",female,"Yellow, Multicolored Print",Short sleeves,"casual, seasonal, vacation, party","hourglass, pear, apple","oval, round, heart","tan, olive",warm
APRL_078,Women's Fitted Midi Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_078/image_1.jpg,Bodycon Dress,Adults,M,Poly Blend,Mid-Range,"Top wear, Bottom wear","Smooth, Knit, Fitted, square neck",female,Teal Green,Short sleeves,"business, formal, party, seasonal","hourglass, rectangle, pear","round, oval, heart","fair, olive",neutral
APRL_079,Women's Ruched Bodycon Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_079/image_1.jpg,Bodycon Dress,Adults,M,Knit Blend,Mid-Range,"Top wear, Bottom wear","Ruched, Fitted, Knit",female,Black,Sleeveless,"party, formal, wedding, seasonal","hourglass, rectangle, pear","oval, rectangle, round","fair, ebony",neutral
APRL_080,Women's Mock Neck Midi Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_080/image_1.jpg,Bodycon Dress,Adults,M,Knit Blend,Mid-Range,"Top wear, Bottom wear","Knit, Smooth, Matte, Mock neck",female,Brown/Rust,Elbow sleeves,"casual, business, seasonal","hourglass, pear, rectangle","oval, long, heart","ebony, tan",warm
APRL_081,Women's Smocked Floral Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_081/image_1.jpg,Bodycon Dress,Adults,M,Cotton Blend,Mid-Range,"Top wear, Bottom wear","Smocked bodice, Printed fabric, Floral pattern, Flowy, Ruffled hem",female,"Blue, White (Printed)",Short sleeves,"casual, seasonal, vacation, party","apple, pear, hourglass","oval, round, square","fair, tan",neutral
APRL_082,Men's Denim Jacket,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_082/image_1.jpg,Denim Jacket,Adults,L,Denim,Mid-Range,Top wear,"Denim, Woven, Textured, Metal buttons, Pockets",male,Light Blue Denim,full sleeves,"casual, seasonal, vacation, party","rectangle, inverted triangle, apple","oval, round, square","fair, olive",neutral
APRL_083,Men's Denim Jacket,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_083/image_1.jpg,Denim Jacket,Adults,L,Denim,Mid-Range,Top wear,"Denim, Woven, Textured, Contrast stitching, Metal buttons, Pockets",male,Dark Blue Denim,full sleeves,"casual, seasonal, vacation, party","Inverted Triangle, rectangle, apple","oval, square, round","Dark, Fair",Neutral
APRL_084,Women's Denim Kimono Jacket,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_084/image_1.jpg,Denim Jacket,Adults,M,Denim,Mid-Range,Top wear,"Denim, Woven, Belted, Wrap style, Textured",female,Blue Denim,3/4 sleeves,"casual, seasonal, vacation","hourglass, rectangle, pear","oval, round, square","tan, light",neutral
APRL_085,Men's Black Denim Jacket,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_085/image_1.jpg,Denim Jacket,Adults,L,Denim,Mid-Range,Top wear,"Denim, Woven, Textured, Metal buttons, Pockets",male,Black Denim,full sleeves,"casual, seasonal, vacation, party","rectangle, Inverted Triangle, pear","oval, round, square","Tan, Fair",Neutral
APRL_086,Men's Black Blazer,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_086/image_1.jpg,Blazer,Adults,L,Poly Blend,Mid-Range,Top wear,"Smooth, Woven, Matte",male,Black,full sleeves,"business, formal, party, wedding, seasonal","rectangle, inverted triangle, oval","square, oval, rectangle","dark, tan",neutral
APRL_087,Men's Cream Blazer,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_087/image_1.jpg,Blazer,Adults,L,Cotton Blend/Linen Blend,Mid-Range,Top wear,"Textured weave, Matte",male,Cream/Off-white,full sleeves,"business, formal, party, wedding, seasonal, vacation","rectangle, apple, pear","round, square, rectangle","tan, olive",warm
APRL_088,Men's Checked Blazer,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_088/image_1.jpg,Blazer,Adults,L,Poly Blend,Mid-Range,Top wear,"Woven, Check pattern, Smooth, Matte",male,"Light Blue, White (Checked)",full sleeves,"business, casual, formal, party, seasonal","Inverted Triangle, rectangle, oval","oval, square, round","Fair, Olive",Cool
APRL_089,Men's Light Grey Suit Jacket,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_089/image_1.jpg,Blazer,Adults,L,Poly Blend/Wool Blend,High-Range,Top wear,"Smooth, Woven, Matte",male,Light Grey,full sleeves,"business, formal, wedding, party, seasonal","rectangle, inverted triangle, apple","oval, square, rectangle","fair, olive",cool
APRL_090,Men's Grey Blazer,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_090/image_1.jpg,Blazer,Adults,L,Poly Blend/Wool Blend,Mid-Range,Top wear,"Textured weave, Matte",male,Grey,full sleeves,"business, casual, formal, seasonal","rectangle, inverted triangle, apple","oval, square, rectangle","fair, dark",cool
APRL_091,Women's Coat,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_091/image_1.jpg,Trench Coat,Adults,M,Wool Blend,High-Range,Top wear,"Textured, Matte, Structured",female,"Black, Gold",full sleeves,"business, formal, party, seasonal","rectangle, inverted triangle, hourglass","oval, round, square","fair, olive",neutral
APRL_092,Women's Belted Coat,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_092/image_1.jpg,Trench Coat,Adults,M,Wool Blend,High-Range,Top wear,"Textured, Matte, Structured, Belted",female,Beige/Khaki,full sleeves,"business, formal, seasonal, casual","hourglass, rectangle, pear","oval, round, square","fair, light",warm
APRL_093,Women's Open Front Coatigan,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_093/image_1.jpg,Trench Coat,Adults,M,Knit Blend,Mid-Range,Top wear,"Knit, Textured, Open front",female,Light Grey,full sleeves,"casual, seasonal, business","rectangle, inverted triangle, apple","oval, round, square","light, tan",neutral
APRL_094,Women's Textured Coat,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_094/image_1.jpg,Trench Coat,Adults,M,Bouclé/Textured Blend,High-Range,Top wear,"Textured, Bouclé, Matte",female,Red,full sleeves,"party, formal, seasonal, wedding","rectangle, hourglass, inverted triangle","oval, round, square","deep, fair",neutral
APRL_095,Men's Bomber Jacket,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_095/image_1.jpg,Trench Coat,Adults,L,Poly Blend,Mid-Range,Top wear,"Smooth, Matte, Ribbed cuffs/hem",male,Red,full sleeves,"casual, seasonal, vacation","rectangle, pear, Inverted Triangle","oval, round, square","Fair, Dark",Neutral
APRL_096,Men's Faux Suede Bomber Jacket,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_096/image_1.jpg,Bomber Jacket,Adults,L,Faux Suede,Mid-Range,Top wear,"Textured (Suede-like), Matte, Ribbed cuffs/hem",male,Navy Blue,full sleeves,"casual, seasonal, party","rectangle, apple, pear","oval, round, square","Fair, Dark",Cool
APRL_097,Women's Windbreaker Jacket,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_097/image_1.jpg,Bomber Jacket,Adults,M,Poly Blend,Mid-Range,Top wear,"Smooth, Matte, Lightweight, Hooded, Color block",female,"Black, Grey, Pink, White",full sleeves,"casual, seasonal, vacation","rectangle, pear, apple","oval, round, square","Fair, Tan",Neutral
APRL_098,Men's Bomber Jacket,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_098/image_1.jpg,Bomber Jacket,Adults,L,Poly Blend,Mid-Range,Top wear,"Smooth, Matte, Ribbed collar/cuffs/hem",male,White,full sleeves,"casual, seasonal, vacation, party","rectangle, inverted triangle, rectangle","oval, square, diamond","dark, fair",neutral
APRL_099,Girls' Zip-Up Hoodie,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_099/image_1.jpg,Hoodie,Kids,M,Cotton Blend,Low-Range,Top wear,"Knit, Soft, Hooded, Printed text",female,Light Pink,full sleeves,"casual, seasonal","rectangle, apple, pear","oval, round, heart","fair, tan",cool
APRL_100,Men's Track Jacket,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_100/image_1.jpg,Hoodie,Adults,L,Cotton Blend,Mid-Range,Top wear,"Knit, Matte, Zipper front, Logo detail",male,Olive Green,full sleeves,"casual, seasonal, vacation","Inverted Triangle, rectangle, square","oval, round, square","Tan, Olive",Warm
APRL_101,Men's Zip-Up Hoodie,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_101/image_1.jpg,Hoodie,Adults,L,Cotton Blend,Mid-Range,Top wear,"Knit, Soft, Hooded, Zipper front",male,Black,full sleeves,"casual, seasonal, vacation","rectangle, inverted triangle, pear","oval, round, square","tan, light",neutral
APRL_102,Men's Pullover Hoodie,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_102/image_1.jpg,Hoodie,Adults,L,Cotton Blend,Mid-Range,Top wear,"Knit, Soft, Hooded, Kangaroo pocket, Graphic print",male,Khaki/Tan,full sleeves,"casual, seasonal, vacation","rectangle, inverted triangle, apple","oval, round, square","tan, olive",warm
APRL_103,Men's Pullover Hoodie,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_103/image_1.jpg,Hoodie,Adults,L,Cotton Blend,Mid-Range,Top wear,"Knit, Soft, Hooded, Kangaroo pocket, Contrast stitching",male,Maroon/Burgundy,full sleeves,"casual, seasonal, vacation","rectangle, inverted triangle","oval, round, square","dark, light",neutral
APRL_104,Kids' Zip-Up Hoodie,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_104/image_1.jpg,Hoodie,Kids,M,Cotton Blend,Low-Range,Top wear,"Knit, Soft, Hooded, Zipper front, Graphic print",Unisex,"Yellow, Navy Blue",full sleeves,"casual, seasonal","rectangle, oval, apple","oval, round, square","Fair, Dark",Neutral
APRL_105,Men's Pullover Hoodie,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_105/image_1.jpg,Hoodie,Adults,L,Cotton Blend,Mid-Range,Top wear,"Knit, Soft, Hooded",male,Light Grey,full sleeves,"casual, seasonal, vacation","rectangle, Inverted Triangle, apple","oval, round, square","Fair, Olive",Neutral
APRL_106,Men's Pullover Hoodie,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_106/image_1.jpg,Hoodie,Adults,L,Cotton Blend,Mid-Range,Top wear,"Knit, Soft, Hooded, Kangaroo pocket, Embroidered text",male,Beige,full sleeves,"casual, seasonal, vacation","rectangle, Inverted Triangle, oval","rectangle, oval, square","Tan, Olive",Warm
APRL_107,Women's Sports Bra/Crop Top,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_107/image_1.jpg,Sports Bra,Adults,M,Poly Blend,Mid-Range,Top wear,"Knit, Smooth, Fitted, Zipper detail, High neck",female,Sage Green,Sleeveless,sport,"hourglass, rectangle, inverted triangle","oval, diamond, rectangle","ebony, fair",cool
APRL_108,Women's Sports Bra,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_108/image_1.jpg,Sports Bra,Adults,M,Poly Blend,Mid-Range,Top wear,"Knit, Smooth, Fitted, Mesh detail",female,Black,Sleeveless,sport,"hourglass, rectangle, inverted triangle","oval, round, heart","dark, light",neutral
APRL_109,Women's Sports Bra/Crop Top,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_109/image_1.jpg,Sports Bra,Adults,M,Poly Blend,Mid-Range,Top wear,"Knit, Smooth, Fitted, Zipper detail, Straps",female,Rust Orange,Sleeveless,sport,"hourglass, rectangle","oval, round","tan, light",warm
APRL_110,Men's Workout T-Shirt,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_110/image_1.jpg,Gym T-Shirt,Adults,L,Poly Blend,Mid-Range,Top wear,"Knit, Printed pattern, Smooth, Lightweight",male,"Grey, Dark Grey",Short sleeves,sport,"rectangle, Inverted Triangle, oval","oval, round, square","Fair, Dark",Neutral
APRL_111,Women's Workout T-Shirt,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_111/image_1.jpg,Gym T-Shirt,Adults,M,Poly Blend,Mid-Range,Top wear,"Knit, Textured, Smooth, Lightweight",female,Navy Blue,Short sleeves,sport,"pear, apple, hourglass","oval, round, square","Fair, Dark",Cool
APRL_112,Men's Long Sleeve Workout Top,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_112/image_1.jpg,Gym T-Shirt,Adults,L,Poly Blend,Mid-Range,Top wear,"Knit, Textured, Smooth, Lightweight",male,"White, Grey detail",full sleeves,sport,"rectangle, Inverted Triangle, apple","oval, round, square","Fair, Dark",Neutral
APRL_113,Men's Workout T-Shirt,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_113/image_1.jpg,Gym T-Shirt,Adults,L,Poly Blend,Mid-Range,Top wear,"Knit, Textured, Smooth, Lightweight",male,Maroon/Burgundy,Short sleeves,sport,"rectangle, inverted triangle, square","oval, round, square","tan, olive",warm
APRL_114,Women's Long Sleeve Workout Top,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_114/image_1.jpg,Gym T-Shirt,Adults,M,Poly Blend,Mid-Range,Top wear,"Knit, Smooth, Fitted, Lightweight",female,Maroon/Burgundy,full sleeves,sport,"hourglass, rectangle, inverted triangle","oval, round, square","fair, olive",warm
APRL_115,Women's Silk Saree,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_115/image_1.jpg,Saree,Adults,L,Silk,High-Range,"Top wear, Bottom wear","Woven, Shiny, Brocade border, Patterned",female,"Dark Green, Silver",N/A,"wedding, formal, party, seasonal","hourglass, rectangle, pear","oval, round, square","dark, fair",neutral
APRL_116,Women's Tissue Silk Saree,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_116/image_1.jpg,Saree,Adults,M,Tissue Silk,High-Range,"Top wear, Bottom wear","Shiny, Crinkled texture, Embellished border",female,"Golden, Olive, Green",N/A,"wedding, formal, party, seasonal","hourglass, pear, rectangle","oval, round, heart","fair, tan",warm
APRL_117,Women's Embroidered Saree,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_117/image_1.jpg,Saree,Adults,M,Silk Blend/Georgette,High-Range,"Top wear, Bottom wear","Smooth, Embroidered, Textured",female,"Light Purple, Silver",full sleeves,"wedding, formal, party, seasonal","hourglass, rectangle, pear","oval, round, heart","olive, fair",neutral
APRL_118,Women's Embellished Saree,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_118/image_1.jpg,Saree,Adults,M,Silk Blend/Georgette,High-Range,"Top wear, Bottom wear","Smooth, Embellished border, Flowy",female,"Red, Maroon",Elbow sleeves,"wedding, formal, party, seasonal","hourglass, rectangle, pear","oval, round, heart","tan, fair",warm
APRL_119,Women's Ombre Saree,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_119/image_1.jpg,Saree,Adults,M,Chiffon/Georgette,Mid-Range,"Top wear, Bottom wear","Ombre effect, Embellished border, Flowy",female,"Orange, Pink",N/A,"wedding, party, seasonal, vacation","hourglass, pear, rectangle","oval, round, heart","dark, fair",warm
APRL_120,Girls' Floral Lehenga Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_120/image_1.jpg,Lehenga,Kids,M,Organza/Silk Blend,Mid-Range,"Top wear, Bottom wear","Printed fabric, Floral pattern, Sheer, Flared sleeves",female,"Black, Brown, Pink, Gold",Short/Flared,"party, wedding, seasonal, formal","pear, inverted triangle, rectangle","oval, round, heart","fair, light",warm
APRL_121,Women's Pleated Lehenga Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_121/image_1.jpg,Lehenga,Adults,M,Poly Blend/Metallic,High-Range,"Top wear, Bottom wear","Pleated, Shiny, Ombre effect, Textured",female,"Purple, Gold",Sleeveless,"wedding, formal, party, seasonal","hourglass, rectangle, pear","oval, round, heart","dark, fair",neutral
APRL_122,Girls' Embroidered Lehenga Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_122/image_1.jpg,Lehenga,Kids,M,Silk Blend,High-Range,"Top wear, Bottom wear","Embroidered, Printed, Festive tassels, Shiny",female,"Pink, Gold",Sleeveless,"party, wedding, seasonal, formal","pear, inverted triangle, rectangle","oval, round, heart","fair, light",warm
APRL_123,Women's Salwar Suit Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_123/image_1.jpg,Salwar Kameez,Adults,M,Silk Blend,High-Range,"Top wear, Bottom wear","Embroidered, Printed, Sheer dupatta, Textured",female,"Salmon Pink, Gold, Green, Red (Embroidery)",full sleeves,"wedding, formal, party, seasonal","pear, apple, hourglass","oval, round, square","Fair, Light",Warm
APRL_124,Men's Sequined Sherwani Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_124/image_1.jpg,Sherwani,Adults,L,Poly Blend,High-Range,"Top wear, Bottom wear","Sequined, Shiny, Matte, Structured",male,Black,full sleeves,"wedding, formal, party","rectangle, Inverted Triangle, square","oval, square, Oblong","Fair, Dark",Neutral
APRL_125,Men's Embroidered Sherwani Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_125/image_1.jpg,Sherwani,Adults,L,Silk Blend/Poly Blend,High-Range,"Top wear, Bottom wear","Embroidered, Patterned, Matte, Structured",male,Blue,full sleeves,"wedding, formal, party, seasonal","oval, square, round","rectangle, Inverted Triangle, oval","Tan, Olive",Neutral
APRL_126,Men's Embroidered Sherwani Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_126/image_1.jpg,Sherwani,Adults,L,Silk Blend/Poly Blend,High-Range,"Top wear, Bottom wear","Embroidered, Patterned, Matte, Structured",male,Cream/Off-white,full sleeves,"wedding, formal, party, seasonal","rectangle, inverted triangle, oval","oval, square, rectangle","fair, olive",warm
APRL_127,Men's Printed Sherwani Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_127/image_1.jpg,Sherwani,Adults,L,Silk Blend/Poly Blend,High-Range,"Top wear, Bottom wear","Printed, Patterned, Matte, Structured",male,"Light Blue, White",full sleeves,"wedding, formal, party, seasonal","rectangle, Inverted Triangle, pear","oval, round, square","Olive, Light",Cool
APRL_128,Men's Embroidered Sherwani Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_128/image_1.jpg,Sherwani,Adults,L,Silk Blend/Poly Blend,High-Range,"Top wear, Bottom wear","Embroidered, Mirror work, Matte, Structured",male,"Purple, Silver",full sleeves,"wedding, formal, party, seasonal","rectangle, inverted triangle, apple","oval, square, rectangle","tan, olive",cool
APRL_129,Women's Midi Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_129/image_1.jpg,Gown,Adults,M,Poly Blend/Satin Blend,Mid-Range,"Top wear, Bottom wear","Smooth, Matte/Slight Sheen, Puff sleeves",female,Red,Short sleeves (Puff),"party, wedding, formal, seasonal, vacation","hourglass, rectangle, pear","oval, round, square","fair, light",warm
APRL_130,Women's Floral Maxi Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_130/image_1.jpg,Gown,Adults,M,Georgette/Poly Blend,Mid-Range,"Top wear, Bottom wear","Printed fabric, Floral pattern, Tiered skirt, Flowy",female,"Yellow, Orange (Printed)",Sleeveless,"casual, seasonal, vacation, party","pear, rectangle, apple","oval, round, pear","Tan, Olive",Warm
APRL_131,Women's Dotted Midi Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_131/image_1.jpg,Gown,Adults,M,Chiffon/Poly Blend,Mid-Range,"Top wear, Bottom wear","Textured dots, Ruffled sleeves, Flowy",female,Pink,Cap sleeves (Ruffle),"casual, seasonal, vacation, party","pear, apple, rectangle","oval, round, square","fair, light",cool
APRL_132,Women's Maxi Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_132/image_1.jpg,Gown,Adults,M,Poly Blend/Knit Blend,Mid-Range,"Top wear, Bottom wear","Smooth, Matte, Side slit",female,Black,Sleeveless,"formal, party, wedding, seasonal","hourglass, rectangle, Inverted Triangle","oval, round, square","Fair, Dark",Neutral
APRL_133,Women's Pleated Maxi Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_133/image_1.jpg,Gown,Adults,XXL,Poly Blend,Mid-Range,"Top wear, Bottom wear","Pleated, Ombre effect, Flowy",female,"Blue, Green, White (Ombre)",Cap sleeves,"casual, seasonal, vacation, party","apple, pear, rectangle","oval, round, square","fair, olive",cool
APRL_134,Men's Floral Blazer,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_134/image_1.jpg,Gown,Adults,L,Poly Blend/Jacquard,High-Range,Top wear,"Woven pattern, Floral texture, Shiny lapel",male,Black,full sleeves,"formal, party, wedding","rectangle, inverted triangle, square","oval, square, rectangle","dark, fair",neutral
APRL_135,Men's Textured Blazer,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_135/image_1.jpg,Tuxedo,Adults,L,Linen Blend/Cotton Blend,Mid-Range,Top wear,"Textured weave, Matte",male,"Cream/Off-white, Black flecks",full sleeves,"business, casual, formal, party, seasonal, vacation","rectangle, square, inverted triangle","oval, square, rectangle","fair, tan",neutral
APRL_136,Men's Shawl Lapel Blazer,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_136/image_1.jpg,Tuxedo,Adults,L,Poly Blend/Silk Blend,High-Range,Top wear,"Smooth, Matte, Satin lapel",male,"Maroon/Burgundy, Black",full sleeves,"formal, party, wedding","rectangle, inverted triangle, apple","oval, square, round","ebony, light",neutral
