filename,data
img_1577.jpg,ARPL_001,Abaya/Kaftan,original,https://cdn.openai.com/dall-e/rendered/47T8k2FqT96g5d2X/image.png,Adults,Free Size,Polyester Blend,Mid-Range,Dress/Overlay,"Smooth fabric, Embroidery, Tassels",Female,"Teal Green, Gold",Full sleeves,"casual, party, formal, seasonal, cultural","rectangle, apple, pear, hourglass, inverted triangle","oval, round, square","fair, light, tan, olive, dark","cool, neutral, warm"
img_1578.jpg,APRL_001,Embroidered Abaya Dress,original_image,,Adults,L,Polyester Blend,Mid-Range,Full body wear,"Smooth fabric, Intricate embroidery",Female,"Navy Blue, White embroidery",Full sleeves,"casual, formal, festive, religious","hourglass, pear, apple, inverted triangle, rectangle","oval, round, rectangular","fair, light, tan, olive","neutral, cool, warm"
img_1579.jpg,APRL_001,Mens Kurta,full_image,,Adults,L,Cotton Blend,Mid-Range,Top wear,"Smooth fabric, Geometric print",Male,"Grey, White, Off-white",Full sleeves,"casual, festive, traditional, semi-formal, wedding","rectangle, inverted triangle, apple, pear, hourglass","oval, round, square, rectangular","ebony, dark, tan, olive, fair, light","neutral, cool"
img_1580.jpg,APRL_001,Women's Abaya Dress,traditional,Adults,L,Polyester,Mid-Range,Full-length dress,"Smooth fabric, belted waist, puffed sleeves",Female,Dark Brown,Full sleeves,"casual, daily wear, religious events, semi-formal","hourglass, pear, apple, rectangle","oval, round, heart","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_1581.jpg,APRL_001,Women's Embroidered Kurta Set with Dupatta,traditional,,Adults,M,Cotton Blend,Mid-Range,Top wear, Bottom wear, Dupatta,"Smooth fabric, Embroidered, Sheer, Printed",Female,Coral Red, Multi-color,Three-quarter sleeves,"casual, festive, party, ethnic wear","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","fair, light, tan, olive, dark, ebony",warm, neutral
img_1582.jpg,APRL_001,Bandhani Print Tunic Set with Dhoti Pants,Original image and crops,N/A,Adults,M,Cotton Blend,Mid-Range,"Smooth fabric, Bandhani print, Ruffled details",Female,"Blue, Orange",Sleeveless,"casual, festive, party, traditional events","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","fair, light, tan, olive, dark, ebony","warm, neutral, cool"
img_1583.jpg,APRL_001,Women's Printed Kurta Palazzo Set with Dupatta,Adults,L,Cotton Blend,Mid-Range,"Top wear, Bottom wear","Smooth fabric, Digital print, Embellished with fringe",Female,"Black, Multicolor",Full sleeves,"Casual, Festive, Party, Semi-formal","pear, apple, rectangle, inverted triangle","oval, round, square, rectangular","dark, tan, olive, fair, light","warm, neutral, cool"
img_1584.jpg,APRL_001,Floral Anarkali Gown,main_image,,Adults,Not specified,Georgette,Mid-Range,Full Set,"Smooth, Flowy, Floral print",Female,"Navy Blue with Pink, Red, Green, White florals",Full sleeves,"Casual, Party, Festive, Wedding guest","hourglass, pear, apple, inverted triangle, rectangle","oval, round, heart, square, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_1585.jpg,APRL_001,Women's Anarkali Suit with Palazzo,traditional,https://fki.alicdn.com/img/original/OIP_vK1H31d4K0wYm-2-w-0-0-0_1280.jpg,Adults,L,Georgette Blend,Mid-Range,Full ethnic suit,"Smooth fabric, Intricate embroidery, Ruffles",Female,Olive Green,"Full sleeves, Bell sleeves","party, wedding, festive, casual, formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_1586.jpg,APRL_001,Women's Embroidered Kaftan Dress,original,N/A,Adults,Free size,Georgette,Mid-Range,Dress,"Smooth, Sheer, Embroidered, Beaded",Female,"Pink, Black","Kimono sleeves, Full sleeves","casual, party, festive, evening","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_1587.jpg,APRL_001,Embroidered Kaftan Dress,Full body shot with close-ups of embroidery,Not available,Adults,M,Chiffon Blend,Mid-Range,Full body dress,"Smooth, Flowy, Embroidered, Beaded",Female,"Royal Blue, Gold",Full sleeves,"formal, party, festive, wedding, cultural events","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_1588.jpg,APRL_001,Women's Embroidered Kaftan Gown,traditional,,Adults,L,Georgette,Mid-Range,Dress,"Smooth fabric, Embroidery, Beaded",Female,"Black, Gold","Full sleeves, Batwing sleeves","Party, Wedding, Festive, Formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_1589.jpg,APPRL_001,Women's Embellished Lehenga Choli Set,traditional,,Adults,M,Embellished Net Fabric,Mid-Range,"Top wear, Bottom wear, Dupatta","Embroidered, Mirror work, Sheer, Flowy, Shimmer",Female,"Plum, Silver",Short sleeves,"wedding, party, festive, engagement, reception","hourglass, pear, rectangle, inverted triangle","oval, round, heart, diamond","tan, olive, fair, light, dark","neutral, cool, warm"
img_1590.jpg,APRL_001,Women's Abaya,"Modest, Islamic Clothing",,Adults,L,"Crepe, Polyester Blend",Mid-Range,Full-length Outerwear,"Smooth fabric, Matte, Flowing",Female,Dark Brown,Full sleeves,"daily wear, casual, formal, religious","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_1591.jpg,APRL_003,Women's Abaya,traditional,N/A,Adults,N/A,Polyester Blend,Mid-Range,Dress,"Smooth fabric, Embroidery",Female,Olive Green,Full sleeves,"casual, party, religious, formal, seasonal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_1592.jpg,APRL_001,Men's Printed Kurta,https://oaidalleapiprodscus.blob.core.windows.net/private/org-N7t6x9aV1J4SgP8V77Nl0EaU/user-nB0s9D67T5G3s3x4nQ5S9cM1/img-E3V1L9iVf9nS23x9M5Nl8mYg.png?st=2024-03-20T09%3A46%3A34Z&se=2024-03-20T11%3A46%3A34Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6e04697ee8bb442fa6a09b55213e0813&spsi=11c50e8a719d3632204c38d21cf172a563f6067e6c3846610022d2f7f9095697&sig=1z7j4/W0bNlH%2B34S4k/69Ue9t3l25o1QkH%2B9B3p45U%3D,https://oaidalleapiprodscus.blob.core.windows.net/private/org-N7t6x9aV1J4SgP8V77Nl0EaU/user-nB0s9D67T5G3s3x4nQ5S9cM1/img-E3V1L9iVf9nS23x9M5Nl8mYg.png?st=2024-03-20T09%3A46%3A34Z&se=2024-03-20T11%3A46%3A34Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6e04697ee8bb442fa6a09b55213e0813&spsi=11c50e8a719d3632204c38d21cf172a563f6067e6c3846610022d2f7f9095697&sig=1z7j4/W0bNlH%2B34S4k/69Ue9t3l25o1QkH%2B9B3p45U%3D,Adult,M,Cotton Blend,Mid-Range,Top wear,"Printed, Smooth fabric",Male,Green,Full sleeves,"casual, festive, party, traditional","rectangle, inverted triangle, apple","oval, diamond, rectangular","tan, olive",neutral
img_1593.jpg,APRL_001,Women's Embroidered Kaftan Abaya,product_image,,Adults,Free Size,Georgette,Mid-Range,Full-length dress,"Smooth fabric, Floral embroidery, Flowy",Female,Burgundy,"Batwing sleeves, Full sleeves","party, wedding, formal, festive, religious gathering","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_1594.jpg,APRL_001,Women's Pink Embroidered Kurta Set with Dupatta,ethnic_wear_set,https://i.etsystatic.com/46383634/r/il/6b68e9/5475269707/il_fullxfull.5475269707_3s3t.jpg,Adults,Various,Cotton Blend,Mid-Range,"Top wear, Bottom wear","Smooth fabric, Embroidery, Printed",Female,Pink,3/4 sleeves,"casual, festive, party, daily wear","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square","dark, tan, olive, fair, light","warm, neutral"
img_1595.jpg,APRL_001,Punjabi Salwar Suit,traditional,N/A,Adults,N/A,"Art Silk, Georgette Blend",Mid-Range,Top and bottom wear,"Smooth fabric, Embroidery, Mirror work",Female,Emerald Green,Full sleeves,"casual, party, wedding, festival, formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light",neutral
img_1596.jpg,APRL_001,Salwar Suit,Traditional Suit,N/A,Adults,M,Georgette Blend,Mid-Range,Suit Set,"Smooth fabric, Embroidered, Embellished",Female,Teal,Full sleeves,"Festive, Wedding, Party, Formal, Cultural","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_1597.jpg,APRL_003,Anarkali Suit Set,traditional,N/A,Adults,M,Georgette,Mid-Range,Top wear,"Smooth, Flowy, Embroidery",Female,Maroon,Full sleeves,"party, festive, wedding","pear, rectangle, inverted triangle, hourglass, apple","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_1598.jpg,APRL_001,Women's Sharara Suit,traditional,N/A,Adults,L,Art Silk Blend,Mid-Range,"Top wear, Bottom wear","Smooth fabric, Gold Brocade, Embroidery, Border work",Female,Purple,3/4 sleeves,"party, wedding, formal, festive","hourglass, pear, rectangle, inverted triangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_1599.jpg,APRL_003,Kaftan Dress,traditional,N/A,Adults,L,"Chiffon, Embroidery",Mid-Range,Dress,"Smooth, Sheer fabric, Embellished",Female,"Red, Gold",Full sleeves,"party, wedding, festive, evening, formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_1600.jpg,APRL_003,Embellished Kaftan Dress,traditional,,Adults,L,Chiffon Blend,Mid-Range,Dress,"Smooth fabric, Sheer, Embroidery, Beaded",Female,"Green, Gold",Kaftan sleeves,"party, wedding, festive, formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart","dark, tan, olive, fair, light","warm, neutral, cool"
img_1601.jpg,APRL_003,Embroidered Kaftan Gown,Ethnic,N/A,Adults,Free size,Georgette Blend,Mid-Range,Dress,"Smooth fabric, Intricate embroidery, Embellished",Female,"Pink, White",Full sleeves,"Party, Wedding, Formal, Festive","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","tan, olive, fair, light, dark, ebony","warm, neutral, cool"
img_1602.jpg,APRL_003,Embroidered Lehenga Choli with Dupatta,traditional,,Adults,M,Art Silk Blend,Mid-Range,Traditional Set,"Smooth fabric, Embroidered, Sequined",Female,Purple,Half sleeves,"wedding, party, festive, formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_1603.jpg,APRL_001,Women's Button-Front Abaya,traditional,Adults,M,Polyester Blend,Mid-Range,Full length garment,Smooth fabric,Female,Beige,Full sleeves,"Casual, Daily wear, Religious events","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","fair, light, tan, olive, dark","warm, neutral"
img_1604.jpg,APRL_001,Women's Embroidered Abaya,main_image,URL_of_main_image,Adults,L,Georgette Blend,Mid-Range,Full dress,"Smooth fabric, Embroidered",Female,Maroon,Full sleeves,"casual, religious, festive, formal","rectangle, pear, apple, hourglass, inverted triangle","oval, round, square, heart, diamond, rectangular","fair, light, olive, tan, dark, ebony","warm, neutral, cool"
img_1605.jpg,APRL_001,Men's Kurta Pajama Set,traditional,,Adults,L,Art Silk,Mid-Range,"Top wear, Bottom wear","Striped, Smooth fabric, Sheen",Male,"Light Grey, White",Full sleeves,"casual, party, wedding, formal, festive","rectangle, inverted triangle, apple, pear","oval, round, square","fair, light, tan, olive, dark","cool, neutral"
img_1606.jpg,APRL_001,Embroidered Abaya Dress,,,Adults,L,Polyester Blend,Mid-Range,Full-length dress,"Smooth fabric, Embroidery",Female,"Dark Green, Gold embroidery",Full sleeves,"casual, party, festive, formal, wedding","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_1607.jpg,APRL_001,"Women's Ethnic Kurta Set with Dupatta",Original Image,https://storage.googleapis.com/aipi-image-contest-datasets/apparel_data/images/22026117_full.jpg,Adults,M,"Rayon Blend, Chiffon",Mid-Range,"Top wear, Bottom wear, Dupatta","Smooth, flowy, soft, embroidered trim, sheer",Female,Plum,Three-quarter sleeves,"Casual, Festive, Party, Semi-formal, Wedding guest","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_1608.jpg,APRL_001,"Women's Printed Kurta with Dhoti Pants Set",traditional,,Adults,M,"Cotton Blend",Mid-Range,"Top wear, Bottom wear","Smooth fabric, Block print",Female,"Cream, Blue, Green","3/4 sleeves","casual, festive, traditional","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_1609.jpg,APRL_001,Embroidered Salwar Kameez Set,model shot,https://assets-global.website-files.com/653ee4b15091a13e8d250897/655f444c156f08518e388d22_Women-s-teal-embroidered-suit-with-palazzo-pants-and-dupatta-2.jpeg,Adults,Standard,Viscose Blend,Mid-Range,Ethnic Set,"Smooth fabric, Intricate Embroidery, Scattered Embellishments",Female,"Teal, Gold/Silver Embroidery",Full sleeves,"festive, party, wedding (guest), casual, formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_1610.jpg,APRL_001,Embroidered Anarkali Gown,N/A,N/A,Adults,Various,Net/Georgette blend,High-Range,Full-body wear,"Embroidered, Flowing fabric",Female,"Deep Red, White",Three-quarter sleeves,"Wedding, Festive, Party, Formal",hourglass, pear, apple, inverted triangle, rectangle,oval, round, square, heart, diamond, rectangular,ebony, dark, tan, olive, fair, light,warm, neutral, cool
img_1611.jpg,APRL_001,Embroidered Anarkali Suit,traditional,,Adults,M,Georgette Blend,Mid-Range,Full Suit,"Smooth fabric, Intricate Embroidery",Female,Purple,Full sleeves,"party, wedding, festive, formal, cultural","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_1612.jpg,APRL_001,Embellished Kaftan Dress,traditional,Not Applicable,Adults,Free Size,Georgette with Embroidery,Mid-Range,Dress,"Smooth fabric, Intricate embroidery",Female,"Red, Gold","Full sleeves, Batwing style","casual, party, wedding, festive, formal","apple, pear, rectangle, inverted triangle, hourglass","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral"
img_1613.jpg,APRL_001,Red Embroidered Kaftan Gown,Traditional Kaftan Style,N/A,Adults,L,"Chiffon, Embroidery",Mid-Range,Dress,"Smooth, Flowy, Intricate Embroidery",Female,"Red, Gold","Full sleeves, Flared sleeves","party, wedding, formal, festive, traditional","apple, pear, rectangle, hourglass","round, square, heart, oval","dark, tan, olive, fair, light","warm, neutral"
img_1614.jpg,APRL_001,Embroidered Kaftan Dress,full_body_shot,N/A,Adults,Free size,Chiffon Blend,Mid-Range,Dress,"Smooth fabric, Intricate embroidery, Beaded",Female,"Turquoise, Gold, Maroon",Full sleeves,"Party, Wedding, Festive, Special Occasion, Formal","hourglass, pear, rectangle, apple","oval, round","tan, olive, fair, light","warm, neutral, cool"
img_1615.jpg,APRL_003,Lehenga Choli,traditional,,Adults,M,"Silk blend, Net","Mid-Range",Full Outfit,"Embroidered, Smooth fabric, Sheer",Female,"Maroon, Multi-color embroidery",Sleeveless,"Wedding, Party, Festival, Formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_1616.jpg,APRL_001,Women's Modest Abaya Dress,full_image,provided_image.jpg,Adults,L,Polyester Blend,Mid-Range,Dress,Smooth fabric,Female,Camel Brown,"Full sleeves, puffed shoulders, buttoned cuffs","casual, daily wear, formal, religious events","hourglass, pear, rectangle","oval, round","dark, tan, olive, fair, light","warm, neutral"
img_1617.jpg,APRL_003,Women's Embroidered Abaya,Traditional,Adults,L,Crepe,Mid-Range,Dress,"Smooth fabric, Embroidery",Female,Black,Full sleeves,"Traditional, Formal, Party, Religious, Casual","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square","ebony, dark, tan, olive, fair, light",neutral
img_1618.jpg,APRL_003,Men's Printed Kurta,Printed Kurta,N/A,Adults,L,Cotton Blend,Mid-Range,Top wear,"Smooth fabric, Printed",Male,"Light Green, Yellow, White",Full sleeves,"casual, festive, party, traditional","rectangle, inverted triangle, apple, pear, hourglass","oval, round, square, heart, diamond, rectangular","fair, light, tan, olive, dark, ebony","warm, neutral"
img_1619.jpg,APRL_001,Women's Abaya,full_length,https://user-images.githubusercontent.com/97839353/272365922-83b5443a-73c1-4688-9d22-1d5964f7762d.png,Adults,Free Size,Crepe,Mid-Range,Full body wear,"Smooth fabric, Gathered sleeves",Female,Teal,"Full sleeves, Puffed sleeves","casual, formal, religious, festive","rectangle, pear, apple, inverted triangle, hourglass","oval, round, heart","fair, light, tan, olive, dark","cool, neutral"
img_1620.jpg,APRL_001,Women's Embroidered Kurta Set,traditional,,Adults,M,Cotton Blend,Mid-Range,Top wear,"Smooth fabric, Embroidery, Sheer, Checkered",Female,"Dark Green, Lavender",3/4 sleeves,"casual, festive, semi-formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_1621.jpg,APRL_001,Women's Printed Kurta Set,N/A,N/A,Adults,N/A,Cotton Blend,Mid-Range,"Top wear, Bottom wear","Smooth fabric, Printed, Embroidered",Female,Mint Green,"3/4th Sleeves, Flared Sleeves","Casual, Festive, Daily Wear","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","cool, neutral"
img_1622.jpg,APRL_001,Women's Salwar Suit,ethnic wear,,Adults,Varies,Georgette Blend,Mid-Range,Suit Set,"Smooth fabric, Embroidery, Embellished",Female,Magenta,Full sleeves,"Casual, Party, Festive, Wedding","rectangle, pear, hourglass, apple","oval, round, heart, rectangular","tan, olive, fair, light","neutral, cool, warm"
img_1623.jpg,APRL_001,Women's Embroidered Anarkali Gown,traditional,N/A,Adults,M,"Net, Georgette, Embroidery","Mid-Range, High-Range",Gown,"Smooth fabric, Intricate embroidery, Sheer (dupatta)",Female,"Navy Blue, Off-white",Three-quarter sleeves,"Wedding, Party, Festive, Formal","hourglass, pear, rectangle, apple","oval, round, square, heart","fair, light, tan, olive, dark","cool, neutral"
img_1624.jpg,APRL_001,Women's Embroidered Sharara Suit,traditional,Adults,L,Georgette with Embroidery,Mid-Range,Suit set (Top wear & Bottom wear),"Embroidered, Flowy, Soft fabric",Female,Light Blue,Full sleeves,"casual, party, wedding, festive, formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","cool, neutral, warm"
img_1625.jpg,APRL_003,Women's Kaftan Dress,ethnic,"Provided Image URL",Adults,L,Georgette Blend,Mid-Range,Full-body wear,"Flowing fabric, Embroidery, Beading",Female,"Dark Green, Red, Gold",Batwing sleeves,"Party, Festive, Wedding guest, Formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_1626.jpg,APRL_001,Kaftan Dress,traditional,,Adults,L,Chiffon,Mid-Range,Dress,"Sheer, Flowy, Ornate Embroidery",Female,"Blue, Gold","Full sleeves, Batwing/Kimono, Sheer","party, wedding, formal, festive, special occasion","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_1627.jpg,APRL_003,Embroidered Kaftan Dress,traditional,,Adults,M,Chiffon Blend,Mid-Range,Dress,"Smooth fabric, Embroidery, Beading",Female,"Cream, Gold","Long sleeves, Bell sleeves","formal, party, wedding, cultural","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart","fair, light, tan, olive, dark","warm, neutral"
img_1628.jpg,APRL_001,Women's Ombre Lehenga Choli with Dupatta,traditional,,Adults,M,"Silk Blend, Georgette",Mid-Range,Ensemble,"Smooth fabric, Ombre dye, Embroidered, Metallic print",Female,"Light Blue, Royal Blue, Gold",Sleeveless,"Wedding, Festive, Party, Formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_1629.jpg,APRL_001,Women's Brown Maxi Dress,brown_maxi_dress_puff_sleeve.jpg,https://i.imgur.com/W2d8rFp.jpg,Adults,L,Polyester Blend,Mid-Range,Dress,"Smooth fabric, Matte finish",Female,Brown,"Long sleeves, Puff sleeves","Casual, Formal, Daily wear, Cultural events, Modest fashion","hourglass, pear, apple, rectangle, inverted triangle","oval, round, square, heart","ebony, dark, tan, olive, fair, light","warm, neutral"
img_1630.jpg,APRL_001,Women's Modest Abaya Dress,traditional,N/A,Adults,L,Crepe,Mid-Range,Full wear,"Smooth fabric, Embroidery",Female,Dark Brown,Full sleeves,"casual, formal, religious","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_1631.jpg,APRL_001,Men's Printed Kurta with Churidar,traditional,N/A,Adults,L,Cotton Blend,Mid-Range,"Top wear, Bottom wear","Smooth fabric, Printed",Male,"Grey, Black, Pink, Cream",Full sleeves,"casual, party, festive, wedding","rectangle, inverted triangle, apple","oval, round, square","dark, tan, olive, fair, light",neutral
img_1632.jpg,APRL_001,Abaya with Hijab,original image,,Adults,Free Size,Polyester Blend,Mid-Range,Overall,"Smooth fabric, Embroidery",Female,"Black, Pink",Full sleeves,"casual, formal, party, religious, seasonal","rectangle, pear, apple, inverted triangle","oval, round, square, heart","fair, light, tan, olive, dark","neutral, warm, cool"
img_1633.jpg,APRL_001,Women's Kurta Pant Dupatta Set,ethnic wear,Adults,M,Cotton Blend,Mid-Range,Kurta Set,"Smooth fabric, Embroidery, Woven stripes",Female,Maroon,3/4 sleeves,"casual, festive, semi-formal, cultural","hourglass, pear, rectangle, inverted triangle","oval, round, square, heart","tan, olive, fair, light","warm, neutral"
img_1634.jpg,APRL_001,Women's Peplum Kurta & Dhoti Set,traditional,,Adults,M,Rayon Blend,Mid-Range,"Top wear, Bottom wear","Smooth fabric, Embroidered",Female,Red,"3/4th Flared sleeves","Casual, Festive, Party, Cultural","apple, pear, rectangle, inverted triangle","oval, round, square, heart","fair, light, tan, olive","warm, neutral"
img_1635.jpg,APRL_001,Salwar Suit,Ethnic Wear,,Adults,M,Faux Georgette,Mid-Range,Ethnic Suit,"Smooth, Embroidered, Embellished",Female,Maroon,Full sleeves,"party, wedding, festive, formal, traditional","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral"
img_1636.jpg,APRL_003,Embroidered Anarkali Gown,main_image,https://oaidalleapiprod.blob.core.windows.net/private/org-r155qF10sLz0j0y53aYdYJ8M/user-wX02b0UfU6rWcOY9lQh2nB3d/img-7t5wQ0oXJ44y6QYx0t48zW3U.png?st=2024-05-18T05%3A22%3A58Z&se=2024-05-18T07%3A22%3A58Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6eohQM2sY9yC5dGDNFuXVA&sktid=2a540f08-a53d-421f-9a70-f655675cc092&skt=2024-05-18T06%3A02%3A09Z&ske=2024-05-18T06%3A09%3A09Z&sks=b&skv=2021-08-06&sig=c7Vl9K%2Bx/d40j6uYQ1/q9H0m0wKkLdD/mX2oF5vW3iM%3D,Adults,L,Georgette,Mid-Range,Full Gown,"Embroidered, Smooth, Flowy",Female,Purple,Three-quarter sleeves,"Wedding, Party, Festive, Formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, rectangular","ebony, dark, tan, olive, fair, light","cool, neutral"
img_1637.jpg,APRL_001,Women's Embroidered Anarkali Gown,traditional,https://i.imgur.com/k2H99m1.jpeg,Adults,M,Velvet Blend,High-Range,Full Suit,"Smooth fabric, Intricate embroidery",Female,"Maroon, Gold",Full sleeves,"Wedding, Festive, Party, Formal, Traditional","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_1638.jpg,APRL_001,Embellished Kaftan Dress,main_image,provided_image_url,Adults,Free Size,Chiffon,Mid-Range,Dress,"Smooth fabric, Flowy, Embroidery",Female,"Black, Gold",Kimono sleeves,"party, wedding, festive, evening, formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","fair, light, tan, olive, dark, ebony","warm, neutral, cool"
img_1639.jpg,APRL_003,Printed Maxi Dress,vibrant print,"",Adults,XL,Polyester Blend,Mid-Range,Dress,"Smooth fabric, Printed",Female,"Pink, Black, White, Grey, Beige",Sleeveless,"casual, summer, vacation","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square","fair, light, tan, olive, dark, ebony","cool, neutral"
img_1640.jpg,APRL_001,Kaftan Dress,,,Adults,Free Size,Chiffon Blend,High-Range,Dress,"Smooth fabric, Heavy embroidery, Beaded, Embellished",Female,"Teal, Gold, Maroon",Long sleeves,"party, wedding, formal, festive, special occasion","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_1641.jpg,APRL_001,Red Embroidered Lehenga Choli Set,traditional,Adults,M,"Silk Blend, Net",Mid-Range,Lehenga Choli Set,"Smooth fabric, Zari embroidery, Sheer",Female,"Red, Gold",Half sleeves,"wedding, festive, party, engagement, ceremonial","hourglass, pear, rectangle, inverted triangle","oval, round, heart, diamond","tan, olive, fair, dark, light","warm, neutral"
img_1642.jpg,APRL_001,Women's Abaya Kimono Dress,traditional,See original image,Adults,Free Size,Chiffon Blend,Mid-Range,Outerwear,"Smooth fabric, Sheer, Embroidered",Female,Mauve/Plum,"Full sleeves, Bell sleeves","Casual, Party, Formal, Festive","hourglass, pear, rectangle, apple, inverted triangle","oval, round, square, heart","fair, light, olive, tan, dark, ebony","cool, neutral, warm"
img_1643.jpg,APRL_003,Women's Embellished Abaya,traditional,,Adults,Free Size,Crepe,Mid-Range,Full-body wear,"Smooth fabric, Metallic embroidery",Female,Black,Full sleeves,"daily wear, formal, religious, festive, party","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
img_1644.jpg,APRL_001,Men's Kurta,traditional,Adults,L,Cotton Blend,Mid-Range,Top wear,"Geometric pattern, Shimmer, Smooth fabric",Male,"Deep Pink, Maroon",Full sleeves,"casual, party, wedding, festive, formal, seasonal","rectangle, inverted triangle, apple","oval, round, square","dark, tan, olive, fair, light","warm, neutral, cool"
